locationId,dateTime,indicatorId,value
3774,2014-12-30T00:46:00,gamma,721
3774,2014-12-28T18:00:00,gamma,716
3774,2014-12-15T08:32:00,gamma,714
3774,2014-12-29T08:33:00,gamma,698
3774,2014-12-21T03:19:00,gamma,695
3774,2014-12-24T11:00:00,gamma,686
3774,2014-12-28T13:00:00,gamma,723
3774,2014-12-30T18:00:00,gamma,721
3774,2014-12-17T13:39:00,gamma,714
3774,2014-12-25T01:00:00,gamma,695
3774,2014-12-27T12:52:00,gamma,692
3774,2014-12-28T04:00:00,gamma,689
3774,2014-12-25T22:40:00,gamma,714
3774,2014-12-30T22:00:00,gamma,692
3774,2014-12-13T01:20:17,gamma,690
3774,2014-12-31T10:15:00,gamma,689
3774,2014-12-18T23:25:00,gamma,719
3774,2014-12-27T13:58:00,gamma,701
3774,2014-12-13T07:46:00,gamma,693
3774,2014-12-24T22:00:00,gamma,690
3774,2014-12-23T20:44:00,gamma,719
3774,2014-12-28T12:00:00,gamma,701
3774,2014-12-19T12:18:00,gamma,693
3774,2014-12-26T09:34:00,gamma,690
3774,2014-12-24T09:00:00,gamma,719
3774,2014-12-13T08:47:00,gamma,717
3774,2014-12-28T20:00:00,gamma,701
3774,2014-12-15T22:37:00,gamma,699
3774,2014-12-21T09:51:00,gamma,693
3774,2014-12-30T13:00:00,gamma,690
3774,2014-12-23T08:34:00,gamma,741
3774,2014-12-25T20:23:00,gamma,719
3774,2014-12-28T00:06:00,gamma,717
3774,2014-12-15T05:24:00,gamma,767
3774,2014-12-31T09:14:00,gamma,701
3774,2014-12-23T21:45:00,gamma,699
3774,2014-12-21T13:17:00,gamma,696
3774,2014-12-24T04:00:00,gamma,693
3774,2014-12-26T10:36:00,gamma,719
3774,2014-12-28T23:00:00,gamma,717
3774,2014-12-21T06:53:00,gamma,767
3774,2014-12-31T20:24:00,gamma,701
3774,2014-12-31T00:00:00,gamma,696
3774,2014-12-25T21:14:00,gamma,693
3774,2014-12-12T18:35:00,gamma,690
3774,2014-12-14T08:06:00,gamma,743
3774,2014-12-31T01:00:00,gamma,659
3774,2014-12-26T22:51:00,gamma,719
3774,2014-12-29T10:41:00,gamma,693
3774,2014-12-13T00:50:12,gamma,690
3774,2014-12-14T23:18:00,gamma,743
3774,2014-12-19T22:27:00,gamma,722
3774,2014-12-14T22:22:00,gamma,770
3774,2014-12-13T02:41:00,gamma,693
3774,2014-12-22T13:18:00,gamma,722
3774,2014-12-15T07:25:00,gamma,770
3774,2014-12-30T08:00:00,gamma,745
